City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
277,Dukat,RU,2021-12-04 20:02:06,62.55,155.55,-33.09,95,13,4.5
278,Vostok,RU,2021-12-04 20:02:06,46.4856,135.8833,-9.99,96,43,5.79
279,Urucara,BR,2021-12-04 20:02:07,-2.5364,-57.76,87.51,61,49,3.89
280,Lagoa,PT,2021-12-04 20:02:07,39.05,-27.9833,63.64,84,100,12.37
281,Guiong,PH,2021-12-04 20:02:07,6.4186,122.0258,77.76,84,93,5.66
282,Souillac,MU,2021-12-04 20:00:22,-20.5167,57.5167,78.37,79,6,10.54
283,Beatrice,US,2021-12-04 20:02:08,40.2681,-96.747,47.86,53,1,12.66
284,Mishelevka,RU,2021-12-04 20:02:08,52.8575,103.1719,14.63,95,79,1.88
285,Moerai,PF,2021-12-04 20:02:08,-22.4333,-151.3333,77.38,79,14,11.34
286,Ishigaki,JP,2021-12-04 20:02:08,24.3448,124.1572,69.15,62,92,20.33
287,Liuzhou,CN,2021-12-04 20:02:09,24.3126,109.3892,52.88,51,10,4.16
288,Grand Island,US,2021-12-04 20:02:09,40.925,-98.342,42.08,81,90,11.5
289,Nome,US,2021-12-04 19:59:58,64.5011,-165.4064,-6.63,100,70,4.85
290,Talnakh,RU,2021-12-04 20:02:09,69.4865,88.3972,-27.51,99,100,1.68
291,Vila Velha,BR,2021-12-04 20:02:09,-20.3297,-40.2925,75.92,75,37,6.33
292,Lalsk,RU,2021-12-04 20:02:10,60.7415,47.5862,6.62,94,100,6.89
293,Oksfjord,NO,2021-12-04 20:02:10,70.2396,22.3479,14.92,82,4,8.03
294,Rio Grande,BR,2021-12-04 19:57:53,-32.035,-52.0986,77.11,78,91,15.3
295,Cherskiy,RU,2021-12-04 20:02:10,68.75,161.3,-33.2,100,53,3.78
296,Osorio,BR,2021-12-04 20:02:11,-29.8867,-50.2697,85.15,73,100,11.45
297,Karlskrona,SE,2021-12-04 20:02:11,56.1616,15.5866,32.45,86,97,17.96
298,Nakhon Phanom,TH,2021-12-04 20:02:11,17.3333,104.4167,51.4,77,20,3.69
299,Marau,BR,2021-12-04 20:02:12,-28.4492,-52.2,85.62,33,64,3.78
300,Gien,FR,2021-12-04 20:02:12,47.6933,2.6309,40.42,87,99,12.28
301,Ipilan,PH,2021-12-04 20:02:12,8.8431,117.9033,78.64,85,93,12.57
302,Beringovskiy,RU,2021-12-04 20:02:13,63.05,179.3167,13.75,96,100,6.69
303,Kenai,US,2021-12-04 20:02:13,60.5544,-151.2583,3.15,86,100,6.78
304,Kaeo,NZ,2021-12-04 20:02:13,-35.1,173.7833,68.32,94,100,9.82
305,Los Llanos De Aridane,ES,2021-12-04 20:02:13,28.6585,-17.9182,64.15,64,40,10.0
306,Sinnamary,GF,2021-12-04 20:02:14,5.3833,-52.95,78.31,89,84,7.74
307,Bathsheba,BB,2021-12-04 20:02:14,13.2167,-59.5167,81.1,75,93,16.22
308,Mundo Nuevo,MX,2021-12-04 20:02:14,18.7,-95.5,77.74,78,8,7.07
309,Klaksvik,FO,2021-12-04 20:00:33,62.2266,-6.589,36.52,55,100,18.92
310,Vyazniki,RU,2021-12-04 20:02:15,56.25,42.1667,24.28,85,99,11.59
311,Diamantino,BR,2021-12-04 20:02:15,-14.4086,-56.4461,83.77,73,99,2.66
312,Awjilah,LY,2021-12-04 20:02:15,29.1081,21.2869,56.84,42,0,15.55
313,Mehamn,NO,2021-12-04 20:01:30,71.0357,27.8492,17.85,81,8,19.73
314,Ramgarh,IN,2021-12-04 20:02:16,23.6333,85.5167,61.11,89,81,0.38
315,Sosva,RU,2021-12-04 20:02:16,59.1766,61.8558,29.93,97,100,6.91
316,Morehead,US,2021-12-04 20:02:16,37.2711,-87.1764,62.15,42,1,3.0
317,Dori,BF,2021-12-04 20:02:16,14.0354,-0.0345,81.34,11,3,9.13
318,Singkawang,ID,2021-12-04 20:03:17,0.9,109.0,75.47,93,81,3.29
319,Ouadda,CF,2021-12-04 20:03:17,8.0777,22.4007,75.22,31,83,5.08
320,Saldanha,ZA,2021-12-04 20:03:17,-33.0117,17.9442,60.96,93,100,11.01
321,Bonavista,CA,2021-12-04 20:03:18,48.6499,-53.1147,31.12,50,65,29.37
322,Port Lavaca,US,2021-12-04 20:03:18,28.615,-96.6261,82.45,73,75,12.66
323,Sabha,LY,2021-12-04 20:03:18,27.0377,14.4283,50.56,33,0,5.73
324,Turukhansk,RU,2021-12-04 20:03:18,65.8167,87.9833,-34.96,100,99,4.59
325,Indian Head,US,2021-12-04 19:59:14,38.6001,-77.1622,60.98,41,6,1.99
326,Norman Wells,CA,2021-12-04 20:03:19,65.282,-126.8329,-26.97,91,17,2.98
327,Jining,CN,2021-12-04 20:03:19,35.405,116.5814,39.7,54,4,6.49
328,Kahului,US,2021-12-04 20:03:19,20.8947,-156.47,73.42,65,20,12.66
329,Barra Do Garcas,BR,2021-12-04 20:03:20,-15.89,-52.2567,82.17,75,98,4.63
330,Vila Franca Do Campo,PT,2021-12-04 20:03:20,37.7167,-25.4333,64.81,84,100,0.92
331,Zmeinogorsk,RU,2021-12-04 20:03:20,51.1567,82.195,12.56,97,84,3.96
332,Kijang,KR,2021-12-04 20:03:20,35.2442,129.2139,41.25,55,0,4.92
333,Codrington,AU,2021-12-04 20:03:15,-38.2667,141.9667,44.96,82,15,5.21
334,Bud,US,2021-12-04 20:03:21,39.447,-86.1758,53.67,48,100,7.76
335,Anadyr,RU,2021-12-04 20:03:21,64.75,177.4833,-9.76,66,100,7.87
336,Hasaki,JP,2021-12-04 20:03:21,35.7333,140.8333,37.8,58,2,19.98
337,Gull Lake,CA,2021-12-04 20:03:22,50.1001,-108.4847,26.96,81,100,15.59
338,Broome,US,2021-12-04 20:03:22,42.2506,-75.833,47.21,60,75,4.0
339,Comodoro Rivadavia,AR,2021-12-04 20:03:22,-45.8667,-67.5,73.26,21,0,17.27
340,Southbridge,US,2021-12-04 20:03:23,42.0751,-72.0334,41.59,62,75,6.35
341,Santa Maria,BR,2021-12-04 20:03:23,-29.6842,-53.8069,87.66,41,98,6.76
342,Burgeo,CA,2021-12-04 20:00:35,47.6167,-57.6152,29.84,51,68,26.33
343,Atar,MR,2021-12-04 20:03:23,20.5169,-13.0499,76.37,15,2,8.25
344,Nanortalik,GL,2021-12-04 20:03:24,60.1432,-45.2371,36.82,87,100,35.5
345,Tukrah,LY,2021-12-04 20:03:24,32.5341,20.5791,62.92,64,87,26.37
346,Saryg-Sep,RU,2021-12-04 20:03:24,51.5,95.6,6.17,99,100,0.78
347,Tual,ID,2021-12-04 20:03:24,-5.6667,132.75,83.12,78,100,12.06
348,Kudahuvadhoo,MV,2021-12-04 20:03:25,2.6708,72.8944,82.06,78,12,12.3
349,Abu Dhabi,AE,2021-12-04 20:02:38,24.4667,54.3667,73.96,60,3,1.99
350,Uhlove,UA,2021-12-04 20:03:25,44.8215,33.6045,52.57,93,100,4.79
351,Tigil,RU,2021-12-04 20:03:25,57.8,158.6667,25.59,97,100,6.69
352,Guanica,PR,2021-12-04 20:03:26,17.9716,-66.908,86.22,72,39,10.0
353,Puerto Del Rosario,ES,2021-12-04 20:03:26,28.5004,-13.8627,65.95,48,0,17.27
354,Monaragala,LK,2021-12-04 20:03:26,6.8714,81.3487,73.9,93,23,1.23
355,Chicama,PE,2021-12-04 20:03:26,-7.8447,-79.1469,64.94,64,99,10.25
356,Lufkin,US,2021-12-04 20:03:27,31.3382,-94.7291,78.91,61,75,6.91
357,Bantry,IE,2021-12-04 20:03:27,51.6833,-9.45,40.48,70,33,19.93
358,Bonthe,SL,2021-12-04 20:03:27,7.5264,-12.505,81.03,79,76,7.25
359,Ilebo,CD,2021-12-04 20:03:28,-4.3167,20.5833,71.2,99,100,1.63
360,Samarai,PG,2021-12-04 20:02:46,-10.6167,150.6667,81.03,78,100,5.88
361,Coari,BR,2021-12-04 20:01:42,-4.085,-63.1414,87.62,55,70,0.85
362,Vilyuysk,RU,2021-12-04 20:03:28,63.7553,121.6247,-8.28,98,100,4.74
363,Surin,TH,2021-12-04 20:03:28,14.8818,103.4936,60.37,68,16,11.27
364,Oume,JP,2021-12-04 20:03:29,35.7839,139.2431,45.79,58,1,3.44
365,Rivera,UY,2021-12-04 20:04:29,-30.9053,-55.5508,83.07,41,68,8.66
366,San Vicente De Canete,PE,2021-12-04 20:04:29,-13.0751,-76.3835,71.11,75,71,7.81
367,Afsin,TR,2021-12-04 20:04:29,38.2477,36.914,39.33,60,94,0.54
368,Elizabeth City,US,2021-12-04 20:04:30,36.2946,-76.2511,69.01,62,96,1.01
369,Kipushi,CD,2021-12-04 20:04:30,-11.7667,27.2333,69.76,51,38,2.06
370,Cayenne,GF,2021-12-04 20:00:08,4.9333,-52.3333,77.04,92,75,4.0
371,Peniche,PT,2021-12-04 20:04:30,39.3558,-9.3811,54.88,84,0,13.29
372,Flinders,AU,2021-12-04 20:04:31,-34.5833,150.8552,61.18,83,99,10.78
373,Isabela,PH,2021-12-04 20:04:31,6.7085,121.9711,78.31,79,86,4.65
374,Tsumeb,NA,2021-12-04 20:04:31,-19.2333,17.7167,75.09,54,77,1.97
375,Ronne,DK,2021-12-04 20:04:31,55.1009,14.7066,39.11,100,90,3.44
376,Laguna,US,2021-12-04 20:04:32,38.421,-121.4238,73.63,100,90,5.75
377,Sungairaya,ID,2021-12-04 20:04:32,0.7,108.9,76.42,91,98,4.99
378,Xining,CN,2021-12-04 20:04:32,36.6167,101.7667,26.56,30,0,2.68
379,Quchan,IR,2021-12-04 20:04:33,37.106,58.5095,33.94,88,5,3.06
380,Oromocto,CA,2021-12-04 20:01:30,45.8351,-66.4792,25.95,49,6,5.01
381,Imbituba,BR,2021-12-04 20:04:33,-28.24,-48.6703,76.82,74,100,15.39
382,Naze,JP,2021-12-04 20:04:33,28.3667,129.4833,56.89,64,99,12.08
383,Mandera,KE,2021-12-04 20:04:33,3.9366,41.867,85.06,38,22,7.23
384,San Antonio,US,2021-12-04 20:04:22,29.4241,-98.4936,83.1,70,20,3.44
385,Bojnurd,IR,2021-12-04 20:04:34,37.4747,57.329,39.94,69,0,6.26
386,Kintampo,GH,2021-12-04 20:04:34,8.0563,-1.7306,82.94,34,95,2.55
387,Biaora,IN,2021-12-04 20:04:34,23.8667,76.9167,66.7,50,84,6.96
388,Minna,NG,2021-12-04 20:04:35,9.6139,6.5569,80.64,22,98,0.81
389,Marawi,PH,2021-12-04 20:04:35,7.9986,124.2928,66.65,98,88,4.32
390,Penha,BR,2021-12-04 20:04:35,-26.7694,-48.6458,77.56,69,40,6.91
391,Hofn,IS,2021-12-04 20:04:35,64.2539,-15.2082,31.44,55,0,9.26
392,Magistralnyy,RU,2021-12-04 20:04:36,56.1725,107.4458,24.19,82,100,7.85
393,Papara,BR,2021-12-04 20:04:36,-3.9839,-38.7273,86.72,56,34,8.1
394,Wahiawa,US,2021-12-04 20:04:36,21.5028,-158.0236,68.79,72,1,0.0
395,Tondano,ID,2021-12-04 20:04:36,1.3038,124.9112,68.09,93,100,3.15
396,Tornio,FI,2021-12-04 20:04:37,65.8481,24.1466,-5.78,96,16,5.23
397,Bethal,ZA,2021-12-04 20:04:37,-26.4579,29.4655,57.54,94,79,4.03
398,Sistranda,NO,2021-12-04 20:04:38,63.7256,8.834,30.16,64,100,12.95
399,Plainview,US,2021-12-04 20:04:38,40.7765,-73.4673,49.82,61,1,1.99
400,Katangli,RU,2021-12-04 20:04:38,51.7102,143.2326,-7.74,99,78,8.68
401,Sadon,RU,2021-12-04 20:04:38,42.8518,44.0037,18.95,44,95,10.65
402,Dordrecht,NL,2021-12-04 20:04:39,51.81,4.6736,45.01,90,100,3.0
403,Bowen,AU,2021-12-04 20:04:39,-20.0167,148.2333,75.09,82,0,7.45
404,Bodaybo,RU,2021-12-04 20:04:39,57.8506,114.1933,25.84,83,100,17.78
405,Keti Bandar,PK,2021-12-04 20:04:40,24.1447,67.4497,72.41,44,0,10.71
406,Ketchikan,US,2021-12-04 20:04:40,55.3422,-131.6461,30.67,86,1,5.75
407,Skibbereen,IE,2021-12-04 20:04:40,51.55,-9.2667,40.8,67,45,20.54
408,Boulder,US,2021-12-04 20:05:27,40.0833,-105.3505,64.74,28,1,4.0
409,Baoying,CN,2021-12-04 20:05:41,33.2292,119.3092,42.64,68,51,5.41
410,Ust-Maya,RU,2021-12-04 20:05:41,60.4167,134.5333,-11.94,99,100,4.79
411,Lazaro Cardenas,MX,2021-12-04 20:05:41,17.9583,-102.2,83.66,66,6,7.87
412,Mchinji,MW,2021-12-04 20:05:41,-13.7984,32.8802,73.72,49,0,9.06
413,Shakhtinsk,KZ,2021-12-04 20:05:42,49.71,72.5872,18.16,91,98,5.32
414,Oyama,JP,2021-12-04 20:05:42,36.3,139.8,47.59,43,0,1.52
415,Canchungo,GW,2021-12-04 20:05:42,12.0672,-16.0333,77.4,76,66,6.82
416,Bolshoye Murashkino,RU,2021-12-04 20:05:43,55.7826,44.7754,26.69,81,99,12.5
417,Mangrol,IN,2021-12-04 20:05:43,21.1167,70.1167,76.03,63,16,5.64
418,Lappeenranta,FI,2021-12-04 20:03:14,61.0587,28.1887,6.85,77,90,12.66
419,Pozo Colorado,PY,2021-12-04 20:05:43,-23.4923,-58.7972,97.77,19,100,4.0
420,Fuyang,CN,2021-12-04 20:05:43,32.9,115.8167,43.57,44,98,4.54
421,Yamada,JP,2021-12-04 20:05:44,39.4667,141.95,31.87,73,10,5.28
422,Bafata,GW,2021-12-04 20:05:44,12.1667,-14.75,83.08,44,52,5.84
423,Vao,NC,2021-12-04 20:05:44,-22.6667,167.4833,76.42,84,66,16.91
424,Sarakhs,IR,2021-12-04 20:05:45,36.5449,61.1577,42.82,80,49,4.61
425,Batagay-Alyta,RU,2021-12-04 20:05:45,67.8006,130.4114,-28.91,100,100,1.68
426,Gamba,GA,2021-12-04 20:05:45,-2.65,10.0,77.92,89,93,7.0
427,Carauari,BR,2021-12-04 20:05:45,-4.8828,-66.8958,83.25,77,85,1.86
428,Ilulissat,GL,2021-12-04 20:05:46,69.2167,-51.1,37.42,60,75,31.07
429,Ayr,GB,2021-12-04 20:05:46,55.4627,-4.6339,42.69,75,20,13.8
430,Dalbandin,PK,2021-12-04 20:05:46,28.8947,64.4101,55.81,59,0,7.61
431,Xingyi,CN,2021-12-04 20:05:46,24.1877,102.817,43.07,92,85,2.28
432,Tessalit,ML,2021-12-04 20:02:12,20.1986,1.0114,70.02,16,35,10.63
433,Severnoye,RU,2021-12-04 20:05:47,56.3491,78.3619,26.83,95,100,12.03
434,Brasileia,BR,2021-12-04 20:05:47,-11.0161,-68.7481,92.37,47,92,2.13
435,Ankang,CN,2021-12-04 20:05:47,32.68,109.0172,44.64,69,0,0.83
436,Ylivieska,FI,2021-12-04 20:05:48,64.0833,24.55,15.31,96,37,4.21
437,Omboue,GA,2021-12-04 20:05:48,-1.5746,9.2618,78.51,88,99,8.48
438,Swan Hill,AU,2021-12-04 20:05:48,-35.3378,143.5544,51.73,65,0,10.16
439,Siirt,TR,2021-12-04 20:05:48,37.9326,41.9403,43.56,39,100,0.54
440,Pahrump,US,2021-12-04 20:05:49,36.2083,-115.9839,68.31,21,0,1.99
441,Zunyi,CN,2021-12-04 20:05:49,27.6867,106.9072,52.18,77,100,1.61
442,Veraval,IN,2021-12-04 20:05:49,20.9,70.3667,75.7,69,10,1.45
443,Kitimat,CA,2021-12-04 20:05:50,54.0524,-128.6534,35.91,66,68,1.01
444,Porto Novo,BJ,2021-12-04 20:05:50,6.4965,2.6036,82.08,78,90,8.43
445,Kurgan,RU,2021-12-04 20:05:50,55.45,65.3333,31.64,90,30,16.2
446,Barabinsk,RU,2021-12-04 20:05:51,55.3571,78.357,27.72,96,100,12.57
447,Shasta Lake,US,2021-12-04 20:05:51,40.6804,-122.3708,64.92,53,15,0.87
448,Tianpeng,CN,2021-12-04 20:05:51,30.9866,103.9393,49.33,69,3,3.49
449,Waldkirch,DE,2021-12-04 20:05:51,48.0959,7.9637,43.23,92,100,9.17
450,Baragua,CU,2021-12-04 20:05:52,21.6967,-78.6328,84.45,46,7,10.31
451,Ballina,AU,2021-12-04 20:05:52,-28.8667,153.5667,68.18,93,73,12.24
452,Concordia,AR,2021-12-04 20:06:53,-31.393,-58.0209,78.87,50,0,12.66
453,Touros,BR,2021-12-04 20:03:58,-5.1989,-35.4608,85.1,74,80,14.03
454,Chor,PK,2021-12-04 20:06:53,25.5167,69.7667,67.28,29,0,7.36
455,Wachtersbach,DE,2021-12-04 20:06:53,50.2551,9.2956,42.98,99,100,10.31
456,Muros,ES,2021-12-04 20:06:53,42.7762,-9.0603,53.24,93,100,13.13
457,Taltal,CL,2021-12-04 20:06:54,-25.4,-70.4833,69.12,61,26,7.4
458,Belousovka,KZ,2021-12-04 20:06:54,50.1339,82.5239,6.37,97,56,3.04
459,Zemio,CF,2021-12-04 20:06:54,5.0314,25.1361,75.4,58,42,2.26
460,Palmer,US,2021-12-04 20:06:55,42.1584,-72.3287,42.48,58,90,5.93
461,Akyab,MM,2021-12-04 20:06:55,20.15,92.9,77.0,72,100,4.21
462,Pevek,RU,2021-12-04 20:05:00,69.7008,170.3133,-14.53,98,100,8.93
463,Sambava,MG,2021-12-04 20:06:55,-14.2667,50.1667,77.94,81,86,9.17
464,Konstantinovka,RU,2021-12-04 20:06:55,49.6167,127.9833,11.62,86,15,14.25
465,Hualmay,PE,2021-12-04 20:06:56,-11.0964,-77.6139,70.84,76,94,8.95
466,Yerbogachen,RU,2021-12-04 20:06:56,61.2767,108.0108,18.28,88,100,14.34
467,Alyangula,AU,2021-12-04 20:06:56,-13.8483,136.4192,83.73,76,100,8.68
468,Dachau,DE,2021-12-04 20:06:57,48.26,11.434,45.05,84,100,18.39
469,Urambo,TZ,2021-12-04 20:06:57,-5.0667,32.05,74.46,50,95,0.6
470,Mamallapuram,IN,2021-12-04 20:06:57,12.6264,80.1722,80.06,70,5,1.12
471,Bassano,CA,2021-12-04 20:06:57,50.7834,-112.4685,28.96,95,100,7.0
472,Tommot,RU,2021-12-04 20:06:58,58.9564,126.2925,25.79,87,99,12.68
473,Mount Gambier,AU,2021-12-04 20:05:10,-37.8333,140.7667,40.91,93,0,0.0
474,Dhidhdhoo,MV,2021-12-04 20:06:58,6.8833,73.1,81.93,74,17,6.02
475,Melilla,ES,2021-12-04 20:04:43,35.2937,-2.9383,61.18,67,0,19.57
476,Racine,US,2021-12-04 20:06:58,42.7495,-88.0751,39.25,49,93,5.01
477,Camacha,PT,2021-12-04 20:06:59,33.0833,-16.3333,62.02,63,40,13.8
478,Kalangala,UG,2021-12-04 20:06:59,-0.3089,32.225,70.95,70,100,12.28
479,Yulara,AU,2021-12-04 20:06:59,-25.2406,130.9889,71.44,46,55,16.11
480,Half Moon Bay,US,2021-12-04 20:07:00,37.4636,-122.4286,61.52,78,20,3.0
481,Pangnirtung,CA,2021-12-04 20:07:00,66.1451,-65.7125,13.41,83,100,4.07
482,General Pico,AR,2021-12-04 20:07:00,-35.6566,-63.7568,62.85,84,100,7.49
483,Tikapur,NP,2021-12-04 20:07:00,28.5,81.1333,63.32,78,0,4.18
484,Kachug,RU,2021-12-04 20:07:01,53.9606,105.8817,18.95,90,100,4.52
485,Cap-Aux-Meules,CA,2021-12-04 20:03:01,47.3821,-61.8597,30.54,56,100,27.31
486,Ugoofaaru,MV,2021-12-04 20:07:01,5.6667,73.0,82.2,76,5,10.74
487,Santa Cruz,BO,2021-12-04 20:02:40,-17.8,-63.1667,88.36,55,99,5.93
488,Skala,PL,2021-12-04 20:07:01,50.2305,19.8536,33.08,79,75,5.75
489,Tres Arroyos,AR,2021-12-04 20:05:15,-38.3739,-60.2798,56.97,61,100,7.23
490,Kulhudhuffushi,MV,2021-12-04 20:07:02,6.6221,73.07,81.82,75,20,7.78
491,Sanawad,IN,2021-12-04 20:07:02,22.1833,76.0667,69.3,52,35,6.04
492,Daru,PG,2021-12-04 20:07:02,-9.0763,143.2092,80.8,83,100,8.3
493,Voljevac,BA,2021-12-04 20:07:03,43.8786,17.6592,32.5,82,85,5.7
494,Jacareacanga,BR,2021-12-04 20:07:03,-6.2222,-57.7528,79.47,93,100,2.13
495,Monticello,US,2021-12-04 20:07:03,45.3055,-93.7941,33.98,59,90,5.75
496,Kendari,ID,2021-12-04 20:07:04,-3.945,122.4989,75.74,94,100,4.18
497,Praia Da Vitoria,PT,2021-12-04 20:07:04,38.7333,-27.0667,63.75,89,58,6.08
498,San Miguel,SV,2021-12-04 20:07:04,13.4833,-88.1833,90.97,44,89,4.9
499,Sao Joao Da Barra,BR,2021-12-04 20:08:05,-21.6403,-41.0511,78.89,75,23,9.64
500,Lighthouse Point,US,2021-12-04 20:08:05,26.2756,-80.0873,80.02,63,90,3.44
501,Muzaffarabad,PK,2021-12-04 20:08:05,34.37,73.4711,54.66,51,96,3.18
502,Mildura,AU,2021-12-04 20:04:08,-34.2,142.15,57.16,62,0,6.91
503,Duzce,TR,2021-12-04 20:08:05,40.8389,31.1639,53.85,84,100,2.13
504,Maningrida,AU,2021-12-04 20:08:06,-12.0667,134.2667,82.45,77,100,4.41
505,Rawson,AR,2021-12-04 20:08:06,-43.3002,-65.1023,81.97,22,1,20.31
506,Banyo,CM,2021-12-04 20:08:06,6.75,11.8167,78.53,35,100,3.62
507,Motril,ES,2021-12-04 20:08:07,36.7507,-3.5179,59.74,61,0,12.53
508,Albanel,CA,2021-12-04 20:08:07,48.8832,-72.4487,13.14,75,94,1.61
509,Gold Coast,AU,2021-12-04 20:08:07,-28.0,153.4333,70.0,88,40,7.0
510,Mirnyy,RU,2021-12-04 20:08:07,62.5353,113.9611,15.24,72,99,15.99
511,Fairbanks,US,2021-12-04 20:07:12,64.8378,-147.7164,-31.99,62,1,0.0
512,Verkhnevilyuysk,RU,2021-12-04 20:08:08,63.4453,120.3167,5.11,97,100,1.14
513,Coihaique,CL,2021-12-04 20:08:08,-45.5752,-72.0662,73.35,38,40,8.05
514,Makhachkala,RU,2021-12-04 20:08:08,42.9764,47.5024,39.18,69,4,12.93
515,Brae,GB,2021-12-04 20:08:09,60.3964,-1.353,37.31,64,85,25.55
516,Betamcherla,IN,2021-12-04 20:08:09,15.4667,78.1667,72.88,67,10,2.68
517,Whitianga,NZ,2021-12-04 20:08:09,-36.8333,175.7,70.02,93,100,5.97
518,Nizwa,OM,2021-12-04 20:08:09,22.9333,57.5333,67.55,56,3,4.05
519,Vanimo,PG,2021-12-04 20:08:10,-2.6741,141.3028,77.54,91,100,6.55
520,Mastic Beach,US,2021-12-04 20:08:10,40.7668,-72.8521,47.46,62,1,4.61
521,Chudniv,UA,2021-12-04 20:08:10,50.052,28.1175,28.76,80,100,8.59
522,High Level,CA,2021-12-04 20:06:17,58.5169,-117.136,-9.42,92,89,5.55
523,Krutinka,RU,2021-12-04 20:08:11,56.0055,71.5113,30.34,96,99,16.51
524,Arona,ES,2021-12-04 20:08:11,28.0996,-16.681,63.39,50,20,1.01
525,Puerto Asis,CO,2021-12-04 20:08:11,0.5133,-76.5007,82.96,91,68,0.83
526,Shebekino,RU,2021-12-04 20:08:12,50.4097,36.9136,29.62,83,98,3.91
527,Kharovsk,RU,2021-12-04 20:08:12,59.9642,40.1912,-0.56,97,98,4.41
528,Kiruna,SE,2021-12-04 20:08:12,67.8557,20.2251,-3.08,92,90,2.3
529,Carsamba,TR,2021-12-04 20:08:12,41.1989,36.7219,62.78,45,75,16.11
530,Acaponeta,MX,2021-12-04 20:08:13,22.4964,-105.3594,90.84,38,29,4.92
531,Krasnoselkup,RU,2021-12-04 20:08:13,65.7,82.4667,-15.14,97,100,4.79
532,Myaundzha,RU,2021-12-04 20:08:13,63.0494,147.1858,-45.99,100,83,2.06
533,Cap Malheureux,MU,2021-12-04 20:06:22,-19.9842,57.6142,78.48,71,38,5.01
534,Rundu,NA,2021-12-04 20:08:14,-17.9333,19.7667,70.97,77,99,4.05
535,Havelock,US,2021-12-04 20:08:14,34.8791,-76.9013,74.98,71,100,4.0
536,Gondar,ET,2021-12-04 20:06:15,12.6,37.4667,60.19,37,4,4.32
537,Tamboril,DO,2021-12-04 20:08:14,19.4854,-70.611,81.37,74,40,5.75
538,La Ronge,CA,2021-12-04 20:08:14,55.1001,-105.2842,2.37,83,100,3.53
539,Mesopotamia,IQ,2021-12-04 20:08:15,33.0,44.0,49.91,32,100,1.12
540,Vestmanna,FO,2021-12-04 20:08:15,62.1564,-7.1664,34.72,69,90,9.22
541,Karatuzskoye,RU,2021-12-04 20:08:15,53.6072,92.8667,26.4,80,99,9.33
542,Pacifica,US,2021-12-04 20:08:16,37.6138,-122.4869,61.02,78,75,4.0
543,Lethem,GY,2021-12-04 20:08:16,3.3803,-59.7968,88.72,49,84,11.74
544,Norsup,VU,2021-12-04 20:08:16,-16.0667,167.3833,80.64,77,96,7.7
545,Khasan,RU,2021-12-04 20:08:16,42.4308,130.6434,19.71,70,2,3.51
546,Port Lincoln,AU,2021-12-04 20:08:17,-34.7333,135.8667,58.23,76,100,12.57
547,Kodinsk,RU,2021-12-04 20:09:17,58.6881,99.1844,21.85,82,100,16.04
548,Santa Vitoria Do Palmar,BR,2021-12-04 20:04:51,-33.5189,-53.3681,70.2,71,100,11.81
549,Palana,RU,2021-12-04 20:09:17,59.1167,159.9667,21.58,96,100,7.74
550,Siemiatycze,PL,2021-12-04 20:09:18,52.4272,22.8623,32.25,72,98,3.91
551,Severnyy,RU,2021-12-04 20:09:18,50.677,36.5532,28.44,80,75,4.47
552,Saint-Augustin,CA,2021-12-04 20:09:18,51.226,-58.6502,21.56,55,43,20.04
553,Borogontsy,RU,2021-12-04 20:09:18,62.6683,131.1683,-18.8,96,100,7.52
